  -9.4724664e-01  -4.4490631e-01   4.5711166e-01  -5.4241276e-01  -3.2972975e-01   3.3184979e-01  -2.0910036e-01
   0.0000000e+00   1.0746863e+00   1.1823803e+00   2.5826570e-01   1.0445593e+00  -9.6825635e-01   3.5935037e-01
   0.0000000e+00   9.3553708e-01  -3.0186713e-01  -2.6956456e+00  -4.6727811e-01   5.2655816e-01  -3.1692349e+00
   0.0000000e+00   4.5977451e-02   6.4929320e-01  -8.9449895e-01  -2.1942714e-01   9.5966426e-01  -1.4587466e+00
   0.0000000e+00  -7.2523927e-01   6.4442413e-01   4.1902180e-01   7.6687759e-01  -2.3539417e-01  -2.6954240e+00
   0.0000000e+00   1.9353260e-01   6.4308727e-01   6.7265523e-01  -2.4531657e-01   1.7275219e+00   1.0027377e+00
  -9.4724664e-01  -4.4490631e-01   4.5711166e-01  -5.4241276e-01  -3.2972975e-01   3.3184979e-01  -2.0910036e-01
   0.0000000e+00   1.0746863e+00   1.1823803e+00   2.5826570e-01   1.0445593e+00  -9.6825635e-01   3.5935037e-01
   0.0000000e+00   0.0000000e+00  -1.3311541e+00  -2.9204714e+00  -1.3765890e+00   1.3694457e+00  -3.4820570e+00
   0.0000000e+00   0.0000000e+00   5.9870836e-01  -9.0554813e-01  -2.6411570e-01   1.0010884e+00  -1.4741204e+00
   0.0000000e+00   0.0000000e+00   1.4423394e+00   5.9330934e-01   1.4717860e+00  -8.8881046e-01  -2.4529207e+00
   0.0000000e+00   0.0000000e+00   4.3016082e-01   6.2614600e-01  -4.3342383e-01   1.9018882e+00   9.3802482e-01
  -9.4724664e-01  -4.4490631e-01   4.5711166e-01  -5.4241276e-01  -3.2972975e-01   3.3184979e-01  -2.0910036e-01
   0.0000000e+00   1.0746863e+00   1.1823803e+00   2.5826570e-01   1.0445593e+00  -9.6825635e-01   3.5935037e-01
   0.0000000e+00   0.0000000e+00  -1.3311541e+00  -2.9204714e+00  -1.3765890e+00   1.3694457e+00  -3.4820570e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.2190779e+00  -8.8325915e-01   1.6170190e+00  -3.0402325e+00
   0.0000000e+00   0.0000000e+00   2.2204460e-16  -2.5710958e+00  -1.9783279e-02   5.9501890e-01  -6.2258182e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.1760073e-01  -8.7826689e-01   2.3444230e+00  -1.8719761e-01
  -9.4724664e-01  -4.4490631e-01   4.5711166e-01  -5.4241276e-01  -3.2972975e-01   3.3184979e-01  -2.0910036e-01
   0.0000000e+00   1.0746863e+00   1.1823803e+00   2.5826570e-01   1.0445593e+00  -9.6825635e-01   3.5935037e-01
   0.0000000e+00   0.0000000e+00  -1.3311541e+00  -2.9204714e+00  -1.3765890e+00   1.3694457e+00  -3.4820570e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.2190779e+00  -8.8325915e-01   1.6170190e+00  -3.0402325e+00
   0.0000000e+00   0.0000000e+00   2.2204460e-16   0.0000000e+00   1.0035895e+00  -1.2785119e+00  -2.7033060e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00  -7.5185233e-01   2.1129906e+00   2.4792909e-01
  -9.4724664e-01  -4.4490631e-01   4.5711166e-01  -5.4241276e-01  -3.2972975e-01   3.3184979e-01  -2.0910036e-01
   0.0000000e+00   1.0746863e+00   1.1823803e+00   2.5826570e-01   1.0445593e+00  -9.6825635e-01   3.5935037e-01
   0.0000000e+00   0.0000000e+00  -1.3311541e+00  -2.9204714e+00  -1.3765890e+00   1.3694457e+00  -3.4820570e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.2190779e+00  -8.8325915e-01   1.6170190e+00  -3.0402325e+00
   0.0000000e+00   0.0000000e+00   2.2204460e-16   0.0000000e+00   1.0035895e+00  -1.2785119e+00  -2.7033060e+00
   0.0000000e+00   0.0000000e+00   1.6634765e-16   0.0000000e+00   0.0000000e+00   1.1551765e+00  -1.7772883e+00
