   2.7517042e+00   6.5785780e-01   1.1551545e+00  -1.7360096e+00   5.2709445e-01   8.3666477e-01
   1.1102230e-16  -1.0862723e-01  -7.9407090e-01  -8.5552250e-01   4.8507266e-01   1.1276314e+00
  -2.7755576e-17   5.0188076e-01   1.4059130e+00   4.8135145e-01   7.5523545e-01   4.2586622e-01
   2.2204460e-16   6.7596207e-01  -8.3733009e-01   1.2078253e+00  -8.5176338e-01   1.0829807e+00
   2.2204460e-16  -4.6954749e-01  -1.7449429e+00   3.9472392e-02  -2.0719360e+00   4.9247146e-01
  -1.1102230e-16   1.5934217e-01   1.6684636e+00   1.6428637e+00   4.9611321e-01   1.5345327e+00
  -1.1102230e-16   1.0084379e-01  -6.4586844e-02  -4.5782053e-01  -3.5041541e-01  -8.0032792e-01
   2.2204460e-16   5.6426948e-01  -1.2329949e+00   1.2212060e+00  -1.0426935e+00   7.4677139e-02
   2.2204460e-16  -7.1474989e-01   3.2932121e-01  -2.7509203e+00  -1.2047361e+00  -1.8159173e-01
   1.1102230e-16   4.4263456e-01  -1.0360411e+00  -8.5836384e-01  -6.5744452e-02  -1.6684982e+00
   2.7517042e+00   6.5785780e-01   1.1551545e+00  -1.7360096e+00   5.2709445e-01   8.3666477e-01
   1.1102230e-16   1.4148625e+00  -6.0203213e-02   2.5609562e+00   7.1441381e-01   1.3376643e-01
  -2.7755576e-17   0.0000000e+00   1.1641561e+00  -6.4413359e-01   6.7968397e-01   7.5327354e-01
   2.2204460e-16   0.0000000e+00  -1.1629422e+00  -3.0804307e-01  -9.5352050e-01   1.5239518e+00
   2.2204460e-16   0.0000000e+00  -1.5187611e+00   1.0924490e+00  -2.0012519e+00   1.8615709e-01
  -1.1102230e-16   0.0000000e+00   1.5917082e+00   1.2855333e+00   4.7212636e-01   1.6384812e+00
  -1.1102230e-16   0.0000000e+00  -1.1316347e-01  -6.8396623e-01  -3.6559611e-01  -7.3454139e-01
   2.2204460e-16   0.0000000e+00  -1.5048045e+00  -4.4187913e-02  -1.1276368e+00   4.4278442e-01
   2.2204460e-16   0.0000000e+00   6.7361749e-01  -1.1480689e+00  -1.0971400e+00  -6.4786653e-01
   1.1102230e-16   0.0000000e+00  -1.2492589e+00  -1.8509872e+00  -1.3237721e-01  -1.3797408e+00
   2.7517042e+00   6.5785780e-01   1.1551545e+00  -1.7360096e+00   5.2709445e-01   8.3666477e-01
   1.1102230e-16   1.4148625e+00  -6.0203213e-02   2.5609562e+00   7.1441381e-01   1.3376643e-01
  -2.7755576e-17   0.0000000e+00  -3.4408597e+00  -4.8775206e-01  -1.9924161e+00  -6.2018646e-01
   2.2204460e-16   0.0000000e+00   0.0000000e+00  -3.4753538e-01  -2.7871327e-01   1.8708029e+00
   2.2204460e-16   0.0000000e+00   0.0000000e+00   1.0408734e+00  -1.1199777e+00   6.3913221e-01
  -1.1102230e-16   0.0000000e+00   2.2204460e-16   1.3395860e+00  -4.5147602e-01   1.1637494e+00
  -1.1102230e-16   0.0000000e+00   1.3877788e-17  -6.8780914e-01  -2.9993203e-01  -7.0079004e-01
   2.2204460e-16   0.0000000e+00   0.0000000e+00  -9.5289505e-02  -2.5446101e-01   8.9159695e-01
   2.2204460e-16   0.0000000e+00   0.0000000e+00  -1.1251935e+00  -1.4880123e+00  -8.4877500e-01
   1.1102230e-16   0.0000000e+00   0.0000000e+00  -1.8934107e+00   5.9251604e-01  -1.0071455e+00
   2.7517042e+00   6.5785780e-01   1.1551545e+00  -1.7360096e+00   5.2709445e-01   8.3666477e-01
   1.1102230e-16   1.4148625e+00  -6.0203213e-02   2.5609562e+00   7.1441381e-01   1.3376643e-01
  -2.7755576e-17   0.0000000e+00  -3.4408597e+00  -4.8775206e-01  -1.9924161e+00  -6.2018646e-01
   2.2204460e-16   0.0000000e+00   0.0000000e+00   2.8865057e+00  -3.0857872e-01   1.6743616e+00
   2.2204460e-16   0.0000000e+00   0.0000000e+00  -2.2204460e-16  -1.1103655e+00   7.0235668e-01
  -1.1102230e-16   0.0000000e+00   2.2204460e-16  -2.2204460e-16  -4.3910533e-01   1.2451182e+00
